estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2,
"=A160+IF(H161=H160,I161-I160,I161)/86400000","=IF(H161=H160,I161-I160,I161)",,,current,159,True,578202819,47882411,True,True,True,True,True,1011,0.0,0.0,37.5,60.13,33.3,13.0,48,132,
"=A161+IF(H162=H161,I162-I161,I162)/86400000","=IF(H162=H161,I162-I161,I162)",,,current,160,True,578202819,48183393,True,True,True,True,True,1011,0.0,0.0,38.65,60.07,33.3,13.0,46,125,
"=A162+IF(H163=H162,I163-I162,I163)/86400000","=IF(H163=H162,I163-I162,I163)",,,current,161,True,578202819,48484393,True,True,True,True,True,1011,0.0,0.0,39.28,60.2,33.3,13.0,50,166,
"=A163+IF(H164=H163,I164-I163,I164)/86400000","=IF(H164=H163,I164-I163,I164)",,,current,162,True,578202819,48785369,True,True,True,True,True,1011,0.0,0.0,39.16,60.2,33.3,12.9,38,159,
"=A164+IF(H165=H164,I165-I164,I165)/86400000","=IF(H165=H164,I165-I164,I165)",,,current,163,True,578202819,49086345,True,True,True,True,True,1011,0.0,0.0,38.82,59.98,33.3,12.9,43,117,
"=A165+IF(H166=H165,I166-I165,I166)/86400000","=IF(H166=H165,I166-I165,I166)",,,current,164,True,578202819,49387325,True,True,True,True,True,1011,0.0,0.0,39.08,59.89,33.3,12.9,45,117,
"=A166+IF(H167=H166,I167-I166,I167)/86400000","=IF(H167=H166,I167-I166,I167)",,,current,165,True,578202819,49688305,True,True,True,True,True,1011,0.053,1.418,38.79,59.74,33.3,12.9,44,117,
"=A167+IF(H168=H167,I168-I167,I168)/86400000","=IF(H168=H167,I168-I167,I168)",,,current,166,True,578202819,49989319,True,True,True,True,True,1011,0.0,0.0,39.35,59.75,33.3,12.9,41,111,
"=A168+IF(H169=H168,I169-I168,I169)/86400000","=IF(H169=H168,I169-I168,I169)",,,current,167,True,578202819,50290277,True,True,True,True,True,1011,0.0,0.0,39.33,59.7,33.3,12.9,42,112,
"=A169+IF(H170=H169,I170-I169,I170)/86400000","=IF(H170=H169,I170-I169,I170)",,,current,168,True,578202819,50591225,True,True,True,True,True,1011,0.0,0.0,39.04,59.58,33.3,12.9,42,109,
"=A170+IF(H171=H170,I171-I170,I171)/86400000","=IF(H171=H170,I171-I170,I171)",,,current,169,True,578202819,50892175,True,True,True,True,True,1011,0.0,0.0,39.15,59.49,33.3,12.8,42,119,
"=A171+IF(H172=H171,I172-I171,I172)/86400000","=IF(H172=H171,I172-I171,I172)",,,current,170,True,578202819,51193127,True,True,True,True,True,1011,0.0,0.0,39.27,59.37,33.3,12.9,43,130,
"=A172+IF(H173=H172,I173-I172,I173)/86400000","=IF(H173=H172,I173-I172,I173)",,,current,171,True,578202819,51494079,True,True,True,True,True,1010,0.0,0.0,39.01,59.25,33.3,12.8,39,198,
"=A173+IF(H174=H173,I174-I173,I174)/86400000","=IF(H174=H173,I174-I173,I174)",,,current,172,True,578202819,51795035,True,True,True,True,True,1010,0.0,0.0,39.23,59.35,33.3,12.8,11,50,
"=A174+IF(H175=H174,I175-I174,I175)/86400000","=IF(H175=H174,I175-I174,I175)",,,current,173,True,578202819,52095991,True,True,True,True,True,1011,0.0,0.0,39.22,59.03,33.3,12.8,42,175,
"=A175+IF(H176=H175,I176-I175,I176)/86400000","=IF(H176=H175,I176-I175,I176)",,,current,174,True,578202819,52396952,True,True,True,True,True,1011,0.0,0.0,39.59,59.04,33.3,12.8,45,135,
"=A176+IF(H177=H176,I177-I176,I177)/86400000","=IF(H177=H176,I177-I176,I177)",,,current,175,True,578202819,52697916,True,True,True,True,True,1010,0.0,0.0,39.83,59.02,33.3,12.8,38,113,
"=A177+IF(H178=H177,I178-I177,I178)/86400000","=IF(H178=H177,I178-I177,I178)",,,current,176,True,578202819,52998881,True,True,True,True,True,1010,0.0,0.0,39.61,58.9,33.3,12.8,44,135,
"=A178+IF(H179=H178,I179-I178,I179)/86400000","=IF(H179=H178,I179-I178,I179)",,,current,177,True,578202819,53299849,True,True,True,True,True,1010,0.0,0.0,39.87,58.81,33.3,12.8,44,175,
"=A179+IF(H180=H179,I180-I179,I180)/86400000","=IF(H180=H179,I180-I179,I180)",,,current,178,True,578202819,53600816,True,True,True,True,True,1010,0.0,0.0,40.18,58.81,33.3,12.8,41,128,
"=A180+IF(H181=H180,I181-I180,I181)/86400000","=IF(H181=H180,I181-I180,I181)",,,current,179,True,578202819,53918476,True,True,True,True,True,1010,0.0,0.0,39.61,58.62,33.3,12.8,42,209,
"=A181+IF(H182=H181,I182-I181,I182)/86400000","=IF(H182=H181,I182-I181,I182)",,,current,180,True,578202819,54219449,True,True,True,True,True,1010,0.0,0.0,39.68,58.45,33.3,12.8,43,128,
"=A182+IF(H183=H182,I183-I182,I183)/86400000","=IF(H183=H182,I183-I182,I183)",,,current,181,True,578202819,54520422,True,True,True,True,True,1010,0.0,0.0,39.41,58.24,33.3,12.7,42,126,
"=A183+IF(H184=H183,I184-I183,I184)/86400000","=IF(H184=H183,I184-I183,I184)",,,current,182,True,578202819,54821429,True,True,True,True,True,1010,0.094,2.538,39.33,58.16,33.3,12.7,41,135,
"=A184+IF(H185=H184,I185-I184,I185)/86400000","=IF(H185=H184,I185-I184,I185)",,,current,183,True,578202819,55122377,True,True,True,True,True,1010,0.0,0.0,39.23,58.04,33.3,12.7,8,34,
"=A185+IF(H186=H185,I186-I185,I186)/86400000","=IF(H186=H185,I186-I185,I186)",,,current,184,True,578202819,55423328,True,True,True,True,True,1010,0.0,0.0,38.05,57.62,33.2,12.7,7,27,
"=A186+IF(H187=H186,I187-I186,I187)/86400000","=IF(H187=H186,I187-I186,I187)",,,current,185,True,578202819,55724279,True,True,True,True,True,1010,0.0,0.0,37.37,57.34,33.2,13.1,7,31,
"=A187+IF(H188=H187,I188-I187,I188)/86400000","=IF(H188=H187,I188-I187,I188)",,,current,186,True,578202819,56025231,True,True,True,True,True,1010,0.01,0.264,36.99,57.12,33.2,13.1,14,52,
"=A188+IF(H189=H188,I189-I188,I189)/86400000","=IF(H189=H188,I189-I188,I189)",,,current,187,True,578202819,56326187,True,True,True,True,True,1010,0.0,0.0,37.73,57.15,33.2,13.1,12,47,
"=A189+IF(H190=H189,I190-I189,I190)/86400000","=IF(H190=H189,I190-I189,I190)",,,current,188,True,578202819,56627145,True,True,True,True,True,1010,0.0,0.0,37.99,57.2,33.2,13.0,23,88,
"=A190+IF(H191=H190,I191-I190,I191)/86400000","=IF(H191=H190,I191-I190,I191)",,,current,189,True,578202819,56928106,True,True,True,True,True,1010,0.0,0.0,38.67,57.29,33.2,13.0,35,103,
"=A191+IF(H192=H191,I192-I191,I192)/86400000","=IF(H192=H191,I192-I191,I192)",,,current,190,True,578202819,57229069,True,True,True,True,True,1010,0.0,0.0,38.66,57.31,33.2,13.1,39,162,
"=A192+IF(H193=H192,I193-I192,I193)/86400000","=IF(H193=H192,I193-I192,I193)",,,current,191,True,578202819,57530033,True,True,True,True,True,1010,0.0,0.0,38.41,57.22,33.1,13.1,13,51,
"=A193+IF(H194=H193,I194-I193,I194)/86400000","=IF(H194=H193,I194-I193,I194)",,,current,192,True,578202819,57830999,True,True,True,True,True,1010,0.0,0.0,38.36,57.05,33.2,13.1,30,244,
"=A194+IF(H195=H194,I195-I194,I195)/86400000","=IF(H195=H194,I195-I194,I195)",,,current,193,True,578202819,58131967,True,True,True,True,True,1010,0.01,0.264,38.38,57.06,33.1,13.0,26,339,
"=A195+IF(H196=H195,I196-I195,I196)/86400000","=IF(H196=H195,I196-I195,I196)",,,current,194,True,578202819,58432936,True,True,True,True,True,1010,0.0,0.0,38.4,57.01,33.1,13.0,24,95,
"=A196+IF(H197=H196,I197-I196,I197)/86400000","=IF(H197=H196,I197-I196,I197)",,,current,195,True,578202819,58733908,True,True,True,True,True,1009,0.0,0.0,38.06,56.86,33.1,13.0,7,32,
"=A197+IF(H198=H197,I198-I197,I198)/86400000","=IF(H198=H197,I198-I197,I198)",,,current,196,True,578202819,59034881,True,True,True,True,True,1010,0.0,0.0,37.73,56.6,33.1,13.0,24,79,
"=A198+IF(H199=H198,I199-I198,I199)/86400000","=IF(H199=H198,I199-I198,I199)",,,current,197,True,578202819,59335857,True,True,True,True,True,1010,0.0,0.0,38.08,56.66,33.1,13.0,23,93,
"=A199+IF(H200=H199,I200-I199,I200)/86400000","=IF(H200=H199,I200-I199,I200)",,,current,198,True,578202819,59636865,True,True,True,True,True,1010,0.0,0.0,37.9,56.63,33.1,13.0,20,104,
