estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A800+IF(H801=H800,I801-I800,I801)/86400000","=IF(H801=H800,I801-I800,I801)",,,current,799,True,2682537910,63825352,True,True,True,True,True,1010,0.0,0.0,32.3,82.77,29.0,15.7,16,91,
"=A801+IF(H802=H801,I802-I801,I802)/86400000","=IF(H802=H801,I802-I801,I802)",,,current,800,True,2682537910,64126335,True,True,True,True,True,1011,0.0,0.0,32.53,82.82,28.9,15.7,19,103,
"=A802+IF(H803=H802,I803-I802,I803)/86400000","=IF(H803=H802,I803-I802,I803)",,,current,801,True,2682537910,64427322,True,True,True,True,True,1011,0.009,0.231,32.88,82.9,28.9,15.7,26,110,
"=A803+IF(H804=H803,I804-I803,I804)/86400000","=IF(H804=H803,I804-I803,I804)",,,current,802,True,2682537910,64728322,True,True,True,True,True,1010,0.0,0.0,33.24,82.97,28.9,15.7,58,868,
"=A804+IF(H805=H804,I805-I804,I805)/86400000","=IF(H805=H804,I805-I804,I805)",,,current,803,True,2682537910,65029297,True,True,True,True,True,1011,0.0,0.0,34.56,82.89,29.0,15.7,112,882,
"=A805+IF(H806=H805,I806-I805,I806)/86400000","=IF(H806=H805,I806-I805,I806)",,,current,804,True,2682537910,65330275,True,True,True,True,True,1011,0.0,0.0,38.4,83.28,29.1,15.8,139,903,
"=A806+IF(H807=H806,I807-I806,I807)/86400000","=IF(H807=H806,I807-I806,I807)",,,current,805,True,2682537910,65631255,True,True,True,True,True,1011,0.0,0.0,41.57,83.64,29.3,15.9,155,912,
"=A807+IF(H808=H807,I808-I807,I808)/86400000","=IF(H808=H807,I808-I807,I808)",,,current,806,True,2682537910,65932267,True,True,True,True,True,1011,0.0,0.0,43.33,83.81,29.5,15.9,167,919,
"=A808+IF(H809=H808,I809-I808,I809)/86400000","=IF(H809=H808,I809-I808,I809)",,,current,807,True,2682537910,66233223,True,True,True,True,True,1012,0.0,0.0,44.21,83.49,29.6,15.9,176,932,
"=A809+IF(H810=H809,I810-I809,I810)/86400000","=IF(H810=H809,I810-I809,I810)",,,current,808,True,2682537910,66534182,True,True,True,True,True,1012,0.0,0.0,45.46,83.09,29.8,15.9,181,949,
"=A810+IF(H811=H810,I811-I810,I811)/86400000","=IF(H811=H810,I811-I810,I811)",,,current,809,True,2682537910,66835142,True,True,True,True,True,1012,0.0,0.0,46.22,82.58,29.9,15.9,182,954,
"=A811+IF(H812=H811,I812-I811,I812)/86400000","=IF(H812=H811,I812-I811,I812)",,,current,810,True,2682537910,67136102,True,True,True,True,True,1011,0.0,0.0,46.72,82.04,30.0,15.9,183,960,
"=A812+IF(H813=H812,I813-I812,I813)/86400000","=IF(H813=H812,I813-I812,I813)",,,current,811,True,2682537910,67437067,True,True,True,True,True,1011,0.0,0.0,46.88,81.37,30.1,15.8,185,975,
"=A813+IF(H814=H813,I814-I813,I814)/86400000","=IF(H814=H813,I814-I813,I814)",,,current,812,True,2682537910,67738034,True,True,True,True,True,1011,0.0,0.0,47.14,80.7,30.2,15.8,186,989,
"=A814+IF(H815=H814,I815-I814,I815)/86400000","=IF(H815=H814,I815-I814,I815)",,,current,813,True,2682537910,68039002,True,True,True,True,True,1011,0.0,0.0,47.8,79.95,30.3,15.8,186,997,
"=A815+IF(H816=H815,I816-I815,I816)/86400000","=IF(H816=H815,I816-I815,I816)",,,current,814,True,2682537910,68339969,True,True,True,True,True,1011,0.0,0.0,48.23,79.27,30.4,15.8,186,1007,
"=A816+IF(H817=H816,I817-I816,I817)/86400000","=IF(H817=H816,I817-I816,I817)",,,current,815,True,2682537910,68640941,True,True,True,True,True,1011,0.0,0.0,48.4,78.5,30.5,15.8,184,1014,
"=A817+IF(H818=H817,I818-I817,I818)/86400000","=IF(H818=H817,I818-I817,I818)",,,current,816,True,2682537910,68941915,True,True,True,True,True,1011,0.0,0.0,48.9,77.8,30.6,15.8,182,1018,
"=A818+IF(H819=H818,I819-I818,I819)/86400000","=IF(H819=H818,I819-I818,I819)",,,current,817,True,2682537910,69242890,True,True,True,True,True,1011,0.0,0.0,48.79,77.05,30.7,15.8,180,1024,
"=A819+IF(H820=H819,I820-I819,I820)/86400000","=IF(H820=H819,I820-I819,I820)",,,current,818,True,2682537910,69543866,True,True,True,True,True,1010,0.0,0.0,48.04,76.28,30.8,15.8,178,1032,
"=A820+IF(H821=H820,I821-I820,I821)/86400000","=IF(H821=H820,I821-I820,I821)",,,current,819,True,2682537910,69844843,True,True,True,True,True,1011,0.0,0.0,47.21,75.54,30.8,15.8,174,205,
"=A821+IF(H822=H821,I822-I821,I822)/86400000","=IF(H822=H821,I822-I821,I822)",,,current,820,True,2682537910,70145823,True,True,True,True,True,1010,0.0,0.0,47.59,74.87,30.9,15.8,170,132,
"=A822+IF(H823=H822,I823-I822,I823)/86400000","=IF(H823=H822,I823-I822,I823)",,,current,821,True,2682537910,70446804,True,True,True,True,True,1011,0.0,0.0,48.26,74.23,31.0,15.8,163,130,
"=A823+IF(H824=H823,I824-I823,I824)/86400000","=IF(H824=H823,I824-I823,I824)",,,current,822,True,2682537910,70747821,True,True,True,True,True,1010,0.0,0.0,48.59,73.67,31.1,15.7,157,129,
"=A824+IF(H825=H824,I825-I824,I825)/86400000","=IF(H825=H824,I825-I824,I825)",,,current,823,True,2682537910,71048782,True,True,True,True,True,1010,0.0,0.0,48.86,73.02,31.1,15.7,150,129,
"=A825+IF(H826=H825,I826-I825,I826)/86400000","=IF(H826=H825,I826-I825,I826)",,,current,824,True,2682537910,71349745,True,True,True,True,True,1010,0.0,0.0,49.02,72.33,31.2,15.7,144,205,
"=A826+IF(H827=H826,I827-I826,I827)/86400000","=IF(H827=H826,I827-I826,I827)",,,current,825,True,2682537910,71650709,True,True,True,True,True,1010,0.02,0.527,49.11,71.63,31.2,15.7,137,128,
"=A827+IF(H828=H827,I828-I827,I828)/86400000","=IF(H828=H827,I828-I827,I828)",,,current,826,True,2682537910,71951676,True,True,True,True,True,1010,0.0,0.0,48.91,71.01,31.3,15.7,130,128,
"=A828+IF(H829=H828,I829-I828,I829)/86400000","=IF(H829=H828,I829-I828,I829)",,,current,827,True,2682537910,72252642,True,True,True,True,True,1010,0.0,0.0,47.91,70.33,31.3,15.7,119,295,
"=A829+IF(H830=H829,I830-I829,I830)/86400000","=IF(H830=H829,I830-I829,I830)",,,current,828,True,2682537910,72553610,True,True,True,True,True,1009,0.0,0.0,45.76,69.5,31.4,15.6,112,127,
"=A830+IF(H831=H830,I831-I830,I831)/86400000","=IF(H831=H830,I831-I830,I831)",,,current,829,True,2682537910,72854580,True,True,True,True,True,1009,0.0,0.0,44.84,68.81,31.4,15.6,109,128,
"=A831+IF(H832=H831,I832-I831,I832)/86400000","=IF(H832=H831,I832-I831,I832)",,,current,830,True,2682537910,73155552,True,True,True,True,True,1009,0.0,0.0,43.95,68.29,31.5,15.6,104,439,
"=A832+IF(H833=H832,I833-I832,I833)/86400000","=IF(H833=H832,I833-I832,I833)",,,current,831,True,2682537910,73456527,True,True,True,True,True,1009,0.0,0.0,43.38,67.81,31.5,15.6,97,338,
"=A833+IF(H834=H833,I834-I833,I834)/86400000","=IF(H834=H833,I834-I833,I834)",,,current,832,True,2682537910,73757503,True,True,True,True,True,1009,0.059,1.582,43.32,67.34,31.6,15.6,90,401,
"=A834+IF(H835=H834,I835-I834,I835)/86400000","=IF(H835=H834,I835-I834,I835)",,,current,833,True,2682537910,74058483,True,True,True,True,True,1009,0.0,0.0,42.76,66.97,31.6,15.6,89,156,
"=A835+IF(H836=H835,I836-I835,I836)/86400000","=IF(H836=H835,I836-I835,I836)",,,current,834,True,2682537910,74359461,True,True,True,True,True,1009,0.0,0.0,42.61,66.66,31.7,15.5,90,165,
"=A836+IF(H837=H836,I837-I836,I837)/86400000","=IF(H837=H836,I837-I836,I837)",,,current,835,True,2682537910,74660443,True,True,True,True,True,1009,0.0,0.0,42.4,66.38,31.7,15.5,88,387,
"=A837+IF(H838=H837,I838-I837,I838)/86400000","=IF(H838=H837,I838-I837,I838)",,,current,836,True,2682537910,74961427,True,True,True,True,True,1009,0.0,0.0,42.36,66.07,31.7,15.5,84,246,
"=A838+IF(H839=H838,I839-I838,I839)/86400000","=IF(H839=H838,I839-I838,I839)",,,current,837,True,2682537910,75262411,True,True,True,True,True,1009,0.0,0.0,42.15,65.81,31.7,15.5,82,189,
"=A839+IF(H840=H839,I840-I839,I840)/86400000","=IF(H840=H839,I840-I839,I840)",,,current,838,True,2682537910,75563432,True,True,True,True,True,1009,0.0,0.0,42.18,65.52,31.7,15.5,78,183,
"=A840+IF(H841=H840,I841-I840,I841)/86400000","=IF(H841=H840,I841-I840,I841)",,,current,839,True,2682537910,75864393,True,True,True,True,True,1009,0.0,0.0,41.21,65.14,31.8,15.5,23,101,
"=A841+IF(H842=H841,I842-I841,I842)/86400000","=IF(H842=H841,I842-I841,I842)",,,current,840,True,2682537910,76165357,True,True,True,True,True,1009,0.0,0.0,40.42,64.69,31.8,15.4,23,99,
"=A842+IF(H843=H842,I843-I842,I843)/86400000","=IF(H843=H842,I843-I842,I843)",,,current,841,True,2682537910,76466322,True,True,True,True,True,1009,0.0,0.0,39.46,64.3,31.8,15.4,19,86,
"=A843+IF(H844=H843,I844-I843,I844)/86400000","=IF(H844=H843,I844-I843,I844)",,,current,842,True,2682537910,76767290,True,True,True,True,True,1009,0.0,0.0,38.98,64.0,31.7,15.4,25,101,
"=A844+IF(H845=H844,I845-I844,I845)/86400000","=IF(H845=H844,I845-I844,I845)",,,current,843,True,2682537910,77068258,True,True,True,True,True,1009,0.0,0.0,39.34,63.82,31.8,15.4,30,118,
"=A845+IF(H846=H845,I846-I845,I846)/86400000","=IF(H846=H845,I846-I845,I846)",,,current,844,True,2682537910,77369230,True,True,True,True,True,1009,0.076,2.044,39.71,63.79,31.8,15.4,53,180,
"=A846+IF(H847=H846,I847-I846,I847)/86400000","=IF(H847=H846,I847-I846,I847)",,,current,845,True,2682537910,77670199,True,True,True,True,True,1009,0.0,0.0,39.33,63.61,31.7,15.4,48,143,
"=A847+IF(H848=H847,I848-I847,I848)/86400000","=IF(H848=H847,I848-I847,I848)",,,current,846,True,2682537910,77971172,True,True,True,True,True,1009,0.074,2.011,39.61,63.44,31.7,15.3,59,173,
"=A848+IF(H849=H848,I849-I848,I849)/86400000","=IF(H849=H848,I849-I848,I849)",,,current,847,True,2682537910,78272148,True,True,True,True,True,1009,0.0,0.0,40.19,63.39,31.8,15.3,55,169,
"=A849+IF(H850=H849,I850-I849,I850)/86400000","=IF(H850=H849,I850-I849,I850)",,,current,848,True,2682537910,78573127,True,True,True,True,True,1009,0.0,0.0,40.64,63.35,31.8,15.3,54,172,
"=A850+IF(H851=H850,I851-I850,I851)/86400000","=IF(H851=H850,I851-I850,I851)",,,current,849,True,2682537910,78874104,True,True,True,True,True,1009,0.077,2.077,40.55,63.25,31.8,15.3,57,182,
"=A851+IF(H852=H851,I852-I851,I852)/86400000","=IF(H852=H851,I852-I851,I852)",,,current,850,True,2682537910,79175083,True,True,True,True,True,1008,0.0,0.0,40.59,63.03,31.8,15.3,52,162,
"=A852+IF(H853=H852,I853-I852,I853)/86400000","=IF(H853=H852,I853-I852,I853)",,,current,851,True,2682537910,79476066,True,True,True,True,True,1009,0.0,0.0,40.65,62.92,31.9,15.3,50,159,
"=A853+IF(H854=H853,I854-I853,I854)/86400000","=IF(H854=H853,I854-I853,I854)",,,current,852,True,2682537910,79777051,True,True,True,True,True,1008,0.0,0.0,40.3,62.65,31.9,15.3,52,159,
"=A854+IF(H855=H854,I855-I854,I855)/86400000","=IF(H855=H854,I855-I854,I855)",,,current,853,True,2682537910,80078036,True,True,True,True,True,1008,0.0,0.0,39.82,62.46,31.8,15.3,17,80,
"=A855+IF(H856=H855,I856-I855,I856)/86400000","=IF(H856=H855,I856-I855,I856)",,,current,854,True,2682537910,80379056,True,True,True,True,True,1008,0.0,0.0,38.78,62.01,31.8,15.3,16,73,
"=A856+IF(H857=H856,I857-I856,I857)/86400000","=IF(H857=H856,I857-I856,I857)",,,current,855,True,2682537910,80680022,True,True,True,True,True,1008,0.0,0.0,38.44,61.78,31.8,15.2,16,75,
"=A857+IF(H858=H857,I858-I857,I858)/86400000","=IF(H858=H857,I858-I857,I858)",,,current,856,True,2682537910,80980988,True,True,True,True,True,1008,0.0,0.0,38.19,61.48,31.8,15.2,19,87,
"=A858+IF(H859=H858,I859-I858,I859)/86400000","=IF(H859=H858,I859-I858,I859)",,,current,857,True,2682537910,81281955,True,True,True,True,True,1008,0.0,0.0,38.51,61.4,31.8,15.2,45,182,
"=A859+IF(H860=H859,I860-I859,I860)/86400000","=IF(H860=H859,I860-I859,I860)",,,current,858,True,2682537910,81582925,True,True,True,True,True,1008,0.0,0.0,39.24,61.48,31.8,15.2,44,661,
"=A860+IF(H861=H860,I861-I860,I861)/86400000","=IF(H861=H860,I861-I860,I861)",,,current,859,True,2682537910,81883900,True,True,True,True,True,1008,0.0,0.0,39.6,61.47,31.8,15.2,42,141,
"=A861+IF(H862=H861,I862-I861,I862)/86400000","=IF(H862=H861,I862-I861,I862)",,,current,860,True,2682537910,82184873,True,True,True,True,True,1008,0.0,0.0,39.86,61.37,31.9,15.2,47,157,
"=A862+IF(H863=H862,I863-I862,I863)/86400000","=IF(H863=H862,I863-I862,I863)",,,current,861,True,2682537910,82485847,True,True,True,True,True,1008,0.004,0.099,40.33,61.36,32.0,15.2,50,169,
"=A863+IF(H864=H863,I864-I863,I864)/86400000","=IF(H864=H863,I864-I863,I864)",,,current,862,True,2682537910,82786825,True,True,True,True,True,1008,0.0,0.0,40.59,61.24,32.0,15.2,48,177,
"=A864+IF(H865=H864,I865-I864,I865)/86400000","=IF(H865=H864,I865-I864,I865)",,,current,863,True,2682537910,83087804,True,True,True,True,True,1008,0.0,0.0,40.77,61.15,32.1,15.2,33,117,
"=A865+IF(H866=H865,I866-I865,I866)/86400000","=IF(H866=H865,I866-I865,I866)",,,current,864,True,2682537910,83388782,True,True,True,True,True,1008,0.0,0.0,40.16,60.88,32.1,15.2,24,88,
"=A866+IF(H867=H866,I867-I866,I867)/86400000","=IF(H867=H866,I867-I866,I867)",,,current,865,True,2682537910,83689763,True,True,True,True,True,1008,0.0,0.0,39.31,60.51,32.1,15.2,14,63,
"=A867+IF(H868=H867,I868-I867,I868)/86400000","=IF(H868=H867,I868-I867,I868)",,,current,866,True,2682537910,83990746,True,True,True,True,True,1008,0.0,0.0,38.58,60.06,32.1,15.1,15,66,
"=A868+IF(H869=H868,I869-I868,I869)/86400000","=IF(H869=H868,I869-I868,I869)",,,current,867,True,2682537910,84291735,True,True,True,True,True,1008,0.0,0.0,38.46,59.77,32.1,15.1,46,166,
"=A869+IF(H870=H869,I870-I869,I870)/86400000","=IF(H870=H869,I870-I869,I870)",,,current,868,True,2682537910,84592719,True,True,True,True,True,1008,0.0,0.0,39.04,59.74,32.1,15.1,44,153,
"=A870+IF(H871=H870,I871-I870,I871)/86400000","=IF(H871=H870,I871-I870,I871)",,,current,869,True,2682537910,84893707,True,True,True,True,True,1008,0.0,0.0,38.47,59.58,32.1,15.1,9,41,
"=A871+IF(H872=H871,I872-I871,I872)/86400000","=IF(H872=H871,I872-I871,I872)",,,current,870,True,2682537910,85194734,True,True,True,True,True,1008,0.0,0.0,37.75,59.3,32.1,15.1,9,37,
"=A872+IF(H873=H872,I873-I872,I873)/86400000","=IF(H873=H872,I873-I872,I873)",,,current,871,True,2682537910,85495698,True,True,True,True,True,1008,0.0,0.0,37.27,58.99,32.0,15.1,12,50,
"=A873+IF(H874=H873,I874-I873,I874)/86400000","=IF(H874=H873,I874-I873,I874)",,,current,872,True,2682537910,85796666,True,True,True,True,True,1008,0.0,0.0,37.07,58.87,32.0,15.1,12,48,
"=A874+IF(H875=H874,I875-I874,I875)/86400000","=IF(H875=H874,I875-I874,I875)",,,current,873,True,2682537910,86097638,True,True,True,True,True,1007,0.0,0.0,36.93,58.72,32.0,15.0,10,42,
"=A875+IF(H876=H875,I876-I875,I876)/86400000","=IF(H876=H875,I876-I875,I876)",,,current,874,True,2682537910,86398612,True,True,True,True,True,1008,0.0,0.0,36.76,58.59,32.0,15.0,8,33,
"=A876+IF(H877=H876,I877-I876,I877)/86400000","=IF(H877=H876,I877-I876,I877)",,,current,875,True,2682537910,86699585,True,True,True,True,True,1008,0.0,0.0,36.4,58.45,32.0,15.0,5,23,
"=A877+IF(H878=H877,I878-I877,I878)/86400000","=IF(H878=H877,I878-I877,I878)",,,current,876,True,2682537910,87000563,True,True,True,True,True,1008,0.0,0.0,36.06,58.26,32.0,15.0,4,17,
"=A878+IF(H879=H878,I879-I878,I879)/86400000","=IF(H879=H878,I879-I878,I879)",,,current,877,True,2682537910,87301543,True,True,True,True,True,1008,0.0,0.0,35.84,58.12,31.9,15.0,3,14,
"=A879+IF(H880=H879,I880-I879,I880)/86400000","=IF(H880=H879,I880-I879,I880)",,,current,878,True,2682537910,87602525,True,True,True,True,True,1008,0.0,0.0,35.51,58.0,31.9,15.0,3,12,
"=A880+IF(H881=H880,I881-I880,I881)/86400000","=IF(H881=H880,I881-I880,I881)",,,current,879,True,2682537910,87903509,True,True,True,True,True,1007,0.0,0.0,35.32,57.91,31.9,15.0,2,10,
"=A881+IF(H882=H881,I882-I881,I882)/86400000","=IF(H882=H881,I882-I881,I882)",,,current,880,True,2682537910,88204493,True,True,True,True,True,1007,0.0,0.0,35.21,57.83,31.9,14.9,2,9,
"=A882+IF(H883=H882,I883-I882,I883)/86400000","=IF(H883=H882,I883-I882,I883)",,,current,881,True,2682537910,88505480,True,True,True,True,True,1008,0.0,0.0,34.89,57.76,31.9,15.0,1,6,
"=A883+IF(H884=H883,I884-I883,I884)/86400000","=IF(H884=H883,I884-I883,I884)",,,current,882,True,2682537910,88806470,True,True,True,True,True,1008,0.0,0.0,34.53,57.64,31.8,15.0,1,5,
"=A884+IF(H885=H884,I885-I884,I885)/86400000","=IF(H885=H884,I885-I884,I885)",,,current,883,True,2682537910,89107470,True,True,True,True,True,1007,0.0,0.0,34.18,57.61,31.8,14.9,1,4,
"=A885+IF(H886=H885,I886-I885,I886)/86400000","=IF(H886=H885,I886-I885,I886)",,,current,884,True,2682537910,89408447,True,True,True,True,True,1008,0.0,0.0,33.93,57.56,31.8,14.9,1,4,
"=A886+IF(H887=H886,I887-I886,I887)/86400000","=IF(H887=H886,I887-I886,I887)",,,current,885,True,2682537910,89709427,True,True,True,True,True,1009,0.0,0.0,33.63,57.55,31.7,14.9,1,4,
"=A887+IF(H888=H887,I888-I887,I888)/86400000","=IF(H888=H887,I888-I887,I888)",,,current,886,True,2682537910,90010441,True,True,True,True,True,1008,0.0,0.0,33.42,57.57,31.6,14.8,1,4,
"=A888+IF(H889=H888,I889-I888,I889)/86400000","=IF(H889=H888,I889-I888,I889)",,,current,887,True,2682537910,90311398,True,True,True,True,True,1009,0.0,0.0,33.01,57.48,31.6,14.8,1,5,
"=A889+IF(H890=H889,I890-I889,I890)/86400000","=IF(H890=H889,I890-I889,I890)",,,current,888,True,2682537910,90612358,True,True,True,True,True,1009,0.0,0.0,32.66,57.44,31.5,14.9,1,6,
"=A890+IF(H891=H890,I891-I890,I891)/86400000","=IF(H891=H890,I891-I890,I891)",,,current,889,True,2682537910,90913316,True,True,True,True,True,1009,0.0,0.0,32.43,57.44,31.5,14.8,1,7,
"=A891+IF(H892=H891,I892-I891,I892)/86400000","=IF(H892=H891,I892-I891,I892)",,,current,890,True,2682537910,91214276,True,True,True,True,True,1008,0.0,0.0,32.21,57.45,31.4,14.8,2,8,
"=A892+IF(H893=H892,I893-I892,I893)/86400000","=IF(H893=H892,I893-I892,I893)",,,current,891,True,2682537910,91515241,True,True,True,True,True,1008,0.0,0.0,31.97,57.42,31.4,14.8,2,8,
"=A893+IF(H894=H893,I894-I893,I894)/86400000","=IF(H894=H893,I894-I893,I894)",,,current,892,True,2682537910,91816207,True,True,True,True,True,1008,0.0,0.0,31.82,57.34,31.4,14.8,2,8,
"=A894+IF(H895=H894,I895-I894,I895)/86400000","=IF(H895=H894,I895-I894,I895)",,,current,893,True,2682537910,92117174,True,True,True,True,True,1007,0.088,2.374,31.73,57.45,31.3,14.8,2,9,
"=A895+IF(H896=H895,I896-I895,I896)/86400000","=IF(H896=H895,I896-I895,I896)",,,current,894,True,2682537910,92418143,True,True,True,True,True,1008,0.0,0.0,31.71,57.52,31.3,14.8,2,9,
"=A896+IF(H897=H896,I897-I896,I897)/86400000","=IF(H897=H896,I897-I896,I897)",,,current,895,True,2682537910,92719116,True,True,True,True,True,1008,0.005,0.132,31.73,57.59,31.2,14.8,2,9,
"=A897+IF(H898=H897,I898-I897,I898)/86400000","=IF(H898=H897,I898-I897,I898)",,,current,896,True,2682537910,93020091,True,True,True,True,True,1008,0.0,0.0,31.77,57.68,31.2,14.8,3,13,
"=A898+IF(H899=H898,I899-I898,I899)/86400000","=IF(H899=H898,I899-I898,I899)",,,current,897,True,2682537910,93337754,True,True,True,True,True,1008,0.0,0.0,31.88,57.79,31.2,14.8,5,22,
"=A899+IF(H900=H899,I900-I899,I900)/86400000","=IF(H900=H899,I900-I899,I900)",,,current,898,True,2682537910,93638731,True,True,True,True,True,1009,0.0,0.0,32.06,57.93,31.2,14.8,5,20,
"=A900+IF(H901=H900,I901-I900,I901)/86400000","=IF(H901=H900,I901-I900,I901)",,,current,899,True,2682537910,93939709,True,True,True,True,True,1009,0.0,0.0,32.19,58.03,31.1,14.8,5,18,
"=A901+IF(H902=H901,I902-I901,I902)/86400000","=IF(H902=H901,I902-I901,I902)",,,current,900,True,2682537910,94240691,True,True,True,True,True,1009,0.0,0.0,32.31,58.16,31.1,14.8,3,11,
"=A902+IF(H903=H902,I903-I902,I903)/86400000","=IF(H903=H902,I903-I902,I903)",,,current,901,True,2682537910,94541670,True,True,True,True,True,1009,0.0,0.0,32.23,58.22,31.1,14.8,2,8,
"=A903+IF(H904=H903,I904-I903,I904)/86400000","=IF(H904=H903,I904-I903,I904)",,,current,902,True,2682537910,94842688,True,True,True,True,True,1009,0.0,0.0,32.22,58.21,31.1,14.8,2,10,
"=A904+IF(H905=H904,I905-I904,I905)/86400000","=IF(H905=H904,I905-I904,I905)",,,current,903,True,2682537910,95143646,True,True,True,True,True,1009,0.0,0.0,32.28,58.2,31.0,14.7,3,12,
"=A905+IF(H906=H905,I906-I905,I906)/86400000","=IF(H906=H905,I906-I905,I906)",,,current,904,True,2682537910,95444604,True,True,True,True,True,1008,0.0,0.0,32.29,58.42,31.0,14.8,2,10,
"=A906+IF(H907=H906,I907-I906,I907)/86400000","=IF(H907=H906,I907-I906,I907)",,,current,905,True,2682537910,95745564,True,True,True,True,True,1009,0.0,0.0,32.26,58.43,31.0,14.8,3,15,
"=A907+IF(H908=H907,I908-I907,I908)/86400000","=IF(H908=H907,I908-I907,I908)",,,current,906,True,2682537910,96046529,True,True,True,True,True,1009,0.048,1.286,32.23,58.46,30.9,14.7,3,15,
"=A908+IF(H909=H908,I909-I908,I909)/86400000","=IF(H909=H908,I909-I908,I909)",,,current,907,True,2682537910,96347495,True,True,True,True,True,1009,0.038,1.022,32.13,58.53,30.8,14.8,2,12,
"=A909+IF(H910=H909,I910-I909,I910)/86400000","=IF(H910=H909,I910-I909,I910)",,,current,908,True,2682537910,96648463,True,True,True,True,True,1009,0.143,3.857,32.11,58.56,30.7,14.8,2,9,
"=A910+IF(H911=H910,I911-I910,I911)/86400000","=IF(H911=H910,I911-I910,I911)",,,current,909,True,2682537910,96949431,True,True,True,True,True,1009,0.0,0.0,32.06,58.61,30.6,14.8,1,7,
"=A911+IF(H912=H911,I912-I911,I912)/86400000","=IF(H912=H911,I912-I911,I912)",,,current,910,True,2682537910,97250405,True,True,True,True,True,1009,0.0,0.0,32.07,58.63,30.5,14.8,1,6,
"=A912+IF(H913=H912,I913-I912,I913)/86400000","=IF(H913=H912,I913-I912,I913)",,,current,911,True,2682537910,97551381,True,True,True,True,True,1009,0.0,0.0,32.09,58.74,30.5,14.8,1,5,
"=A913+IF(H914=H913,I914-I913,I914)/86400000","=IF(H914=H913,I914-I913,I914)",,,current,912,True,2682537910,97852355,True,True,True,True,True,1008,0.0,0.0,32.06,58.83,30.6,14.7,1,4,
"=A914+IF(H915=H914,I915-I914,I915)/86400000","=IF(H915=H914,I915-I914,I915)",,,current,913,True,2682537910,98153332,True,True,True,True,True,1008,0.0,0.0,31.96,58.86,30.6,14.7,1,4,
"=A915+IF(H916=H915,I916-I915,I916)/86400000","=IF(H916=H915,I916-I915,I916)",,,current,914,True,2682537910,98454311,True,True,True,True,True,1008,0.0,0.0,31.92,58.9,30.7,14.7,1,4,
"=A916+IF(H917=H916,I917-I916,I917)/86400000","=IF(H917=H916,I917-I916,I917)",,,current,915,True,2682537910,98755294,True,True,True,True,True,1007,0.0,0.0,31.91,58.9,30.7,14.7,1,3,
"=A917+IF(H918=H917,I918-I917,I918)/86400000","=IF(H918=H917,I918-I917,I918)",,,current,916,True,2682537910,99056274,True,True,True,True,True,1008,0.0,0.0,31.92,58.97,30.7,14.7,1,4,
"=A918+IF(H919=H918,I919-I918,I919)/86400000","=IF(H919=H918,I919-I918,I919)",,,current,917,True,2682537910,99357257,True,True,True,True,True,1008,0.0,0.0,31.93,59.08,30.7,14.7,1,6,
"=A919+IF(H920=H919,I920-I919,I920)/86400000","=IF(H920=H919,I920-I919,I920)",,,current,918,True,2682537910,99658280,True,True,True,True,True,1008,0.0,0.0,31.9,59.14,30.7,14.7,1,6,
"=A920+IF(H921=H920,I921-I920,I921)/86400000","=IF(H921=H920,I921-I920,I921)",,,current,919,True,2682537910,99959240,True,True,True,True,True,1008,0.01,0.264,31.83,59.21,30.7,14.6,1,3,
"=A921+IF(H922=H921,I922-I921,I922)/86400000","=IF(H922=H921,I922-I921,I922)",,,current,920,True,2682537910,100260201,True,True,True,True,True,1008,0.0,0.0,31.74,59.2,30.7,14.7,0,2,
"=A922+IF(H923=H922,I923-I922,I923)/86400000","=IF(H923=H922,I923-I922,I923)",,,current,921,True,2682537910,100561169,True,True,True,True,True,1008,0.0,0.0,31.61,59.25,30.7,14.7,0,1,
"=A923+IF(H924=H923,I924-I923,I924)/86400000","=IF(H924=H923,I924-I923,I924)",,,current,922,True,2682537910,100862137,True,True,True,True,True,1008,0.0,0.0,31.51,59.25,30.7,14.7,0,1,
"=A924+IF(H925=H924,I925-I924,I925)/86400000","=IF(H925=H924,I925-I924,I925)",,,current,923,True,2682537910,101163105,True,True,True,True,True,1008,0.028,0.758,31.43,59.32,30.7,14.7,0,0,
"=A925+IF(H926=H925,I926-I925,I926)/86400000","=IF(H926=H925,I926-I925,I926)",,,current,924,True,2682537910,101464074,True,True,True,True,True,1008,0.0,0.0,31.37,59.39,30.7,14.7,0,0,
"=A926+IF(H927=H926,I927-I926,I927)/86400000","=IF(H927=H926,I927-I926,I927)",,,current,925,True,2682537910,101765047,True,True,True,True,True,1009,0.0,0.0,31.36,59.44,30.7,14.7,0,0,
"=A927+IF(H928=H927,I928-I927,I928)/86400000","=IF(H928=H927,I928-I927,I928)",,,current,926,True,2682537910,102066022,True,True,True,True,True,1009,0.0,0.0,31.3,59.49,30.7,14.7,0,0,
"=A928+IF(H929=H928,I929-I928,I929)/86400000","=IF(H929=H928,I929-I928,I929)",,,current,927,True,2682537910,102366997,True,True,True,True,True,1009,0.0,0.0,31.26,59.52,30.7,14.7,0,0,
