estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A1544+IF(H1545=H1544,I1545-I1544,I1545)/86400000","=IF(H1545=H1544,I1545-I1544,I1545)",,,current,1543,True,4109905524,83104511,True,True,True,True,True,1010,0.0,0.0,29.2,65.85,30.2,18.4,0,0,
"=A1545+IF(H1546=H1545,I1546-I1545,I1546)/86400000","=IF(H1546=H1545,I1546-I1545,I1546)",,,current,1544,True,4109905524,83405474,True,True,True,True,True,1010,0.0,0.0,29.15,66.08,30.2,18.3,0,0,
"=A1546+IF(H1547=H1546,I1547-I1546,I1547)/86400000","=IF(H1547=H1546,I1547-I1546,I1547)",,,current,1545,True,4109905524,83706437,True,True,True,True,True,1010,0.0,0.0,29.13,66.31,30.2,18.2,0,0,
"=A1547+IF(H1548=H1547,I1548-I1547,I1548)/86400000","=IF(H1548=H1547,I1548-I1547,I1548)",,,current,1546,True,4109905524,84007404,True,True,True,True,True,1010,0.0,0.0,29.07,66.51,30.2,18.1,0,0,
"=A1548+IF(H1549=H1548,I1549-I1548,I1549)/86400000","=IF(H1549=H1548,I1549-I1548,I1549)",,,current,1547,True,4109905524,84308371,True,True,True,True,True,1010,0.0,0.0,29.07,66.62,30.2,18.0,0,0,
"=A1549+IF(H1550=H1549,I1550-I1549,I1550)/86400000","=IF(H1550=H1549,I1550-I1549,I1550)",,,current,1548,True,4109905524,84609339,True,True,True,True,True,1010,0.0,0.0,29.12,66.88,30.2,18.1,0,0,
"=A1550+IF(H1551=H1550,I1551-I1550,I1551)/86400000","=IF(H1551=H1550,I1551-I1550,I1551)",,,current,1549,True,4109905524,84910308,True,True,True,True,True,1010,0.0,0.0,29.08,67.07,30.2,18.0,0,0,
"=A1551+IF(H1552=H1551,I1552-I1551,I1552)/86400000","=IF(H1552=H1551,I1552-I1551,I1552)",,,current,1550,True,4109905524,85211281,True,True,True,True,True,1010,0.032,0.857,29.08,67.26,30.1,18.6,0,0,
"=A1552+IF(H1553=H1552,I1553-I1552,I1553)/86400000","=IF(H1553=H1552,I1553-I1552,I1553)",,,current,1551,True,4109905524,85512257,True,True,True,True,True,1010,0.0,0.0,28.96,67.42,29.9,23.5,0,0,
"=A1553+IF(H1554=H1553,I1554-I1553,I1554)/86400000","=IF(H1554=H1553,I1554-I1553,I1554)",,,current,1552,True,4109905524,85813234,True,True,True,True,True,1010,0.105,2.835,28.89,67.64,29.9,22.6,0,0,
"=A1554+IF(H1555=H1554,I1555-I1554,I1555)/86400000","=IF(H1555=H1554,I1555-I1554,I1555)",,,current,1553,True,4109905524,86114213,True,True,True,True,True,1009,0.0,0.0,28.82,67.81,29.9,21.5,0,0,
"=A1555+IF(H1556=H1555,I1556-I1555,I1556)/86400000","=IF(H1556=H1555,I1556-I1555,I1556)",,,current,1554,True,4109905524,86415192,True,True,True,True,True,1010,0.0,0.0,28.85,67.97,29.9,20.8,0,0,
"=A1556+IF(H1557=H1556,I1557-I1556,I1557)/86400000","=IF(H1557=H1556,I1557-I1556,I1557)",,,current,1555,True,4109905524,86716173,True,True,True,True,True,1010,0.0,0.0,28.81,68.22,29.9,20.6,0,0,
"=A1557+IF(H1558=H1557,I1558-I1557,I1558)/86400000","=IF(H1558=H1557,I1558-I1557,I1558)",,,current,1556,True,4109905524,87017158,True,True,True,True,True,1010,0.0,0.0,28.69,68.33,29.9,19.9,0,0,
"=A1558+IF(H1559=H1558,I1559-I1558,I1559)/86400000","=IF(H1559=H1558,I1559-I1558,I1559)",,,current,1557,True,4109905524,87318144,True,True,True,True,True,1010,0.0,0.0,28.57,68.47,29.8,19.7,0,0,
"=A1559+IF(H1560=H1559,I1560-I1559,I1560)/86400000","=IF(H1560=H1559,I1560-I1559,I1560)",,,current,1558,True,4109905524,87619165,True,True,True,True,True,1010,0.0,0.0,28.49,68.7,29.8,19.6,0,0,
"=A1560+IF(H1561=H1560,I1561-I1560,I1561)/86400000","=IF(H1561=H1560,I1561-I1560,I1561)",,,current,1559,True,4109905524,87920128,True,True,True,True,True,1010,0.0,0.0,28.44,68.82,29.8,19.5,0,0,
"=A1561+IF(H1562=H1561,I1562-I1561,I1562)/86400000","=IF(H1562=H1561,I1562-I1561,I1562)",,,current,1560,True,4109905524,88221094,True,True,True,True,True,1010,0.0,0.0,28.43,69.03,29.8,19.4,0,0,
"=A1562+IF(H1563=H1562,I1563-I1562,I1563)/86400000","=IF(H1563=H1562,I1563-I1562,I1563)",,,current,1561,True,4109905524,88522059,True,True,True,True,True,1010,0.0,0.0,28.4,69.23,29.8,19.3,0,0,
"=A1563+IF(H1564=H1563,I1564-I1563,I1564)/86400000","=IF(H1564=H1563,I1564-I1563,I1564)",,,current,1562,True,4109905524,88823026,True,True,True,True,True,1010,0.0,0.0,28.41,69.4,29.8,19.2,0,0,
"=A1564+IF(H1565=H1564,I1565-I1564,I1565)/86400000","=IF(H1565=H1564,I1565-I1564,I1565)",,,current,1563,True,4109905524,89123994,True,True,True,True,True,1010,0.0,0.0,28.42,69.58,29.8,18.6,0,0,
"=A1565+IF(H1566=H1565,I1566-I1565,I1566)/86400000","=IF(H1566=H1565,I1566-I1565,I1566)",,,current,1564,True,4109905524,89424966,True,True,True,True,True,1010,0.0,0.0,28.39,69.75,29.8,19.6,0,0,
"=A1566+IF(H1567=H1566,I1567-I1566,I1567)/86400000","=IF(H1567=H1566,I1567-I1566,I1567)",,,current,1565,True,4109905524,89725941,True,True,True,True,True,1010,0.0,0.0,28.37,69.95,29.7,19.9,0,0,
"=A1567+IF(H1568=H1567,I1568-I1567,I1568)/86400000","=IF(H1568=H1567,I1568-I1567,I1568)",,,current,1566,True,4109905524,90026916,True,True,True,True,True,1010,0.0,0.0,28.2,70.07,29.7,20.2,0,0,
"=A1568+IF(H1569=H1568,I1569-I1568,I1569)/86400000","=IF(H1569=H1568,I1569-I1568,I1569)",,,current,1567,True,4109905524,90327891,True,True,True,True,True,1010,0.0,0.0,27.84,70.14,29.7,19.9,0,0,
"=A1569+IF(H1570=H1569,I1570-I1569,I1570)/86400000","=IF(H1570=H1569,I1570-I1569,I1570)",,,current,1568,True,4109905524,90628869,True,True,True,True,True,1010,0.0,0.0,27.16,70.12,29.5,22.7,0,0,
"=A1570+IF(H1571=H1570,I1571-I1570,I1571)/86400000","=IF(H1571=H1570,I1571-I1570,I1571)",,,current,1569,True,4109905524,90929850,True,True,True,True,True,1010,0.0,0.0,26.77,70.11,29.2,24.3,0,0,
"=A1571+IF(H1572=H1571,I1572-I1571,I1572)/86400000","=IF(H1572=H1571,I1572-I1571,I1572)",,,current,1570,True,4109905524,91230832,True,True,True,True,True,1010,0.0,0.0,26.34,70.16,29.1,23.5,0,0,
"=A1572+IF(H1573=H1572,I1573-I1572,I1573)/86400000","=IF(H1573=H1572,I1573-I1572,I1573)",,,current,1571,True,4109905524,91531815,True,True,True,True,True,1010,0.034,0.923,26.18,70.18,28.4,25.1,0,0,
"=A1573+IF(H1574=H1573,I1574-I1573,I1574)/86400000","=IF(H1574=H1573,I1574-I1573,I1574)",,,current,1572,True,4109905524,91832800,True,True,True,True,True,1010,0.101,2.736,26.0,70.34,28.0,28.1,0,0,
"=A1574+IF(H1575=H1574,I1575-I1574,I1575)/86400000","=IF(H1575=H1574,I1575-I1574,I1575)",,,current,1573,True,4109905524,92133786,True,True,True,True,True,1009,0.121,3.264,25.86,70.4,28.2,25.4,0,0,
"=A1575+IF(H1576=H1575,I1576-I1575,I1576)/86400000","=IF(H1576=H1575,I1576-I1575,I1576)",,,current,1574,True,4109905524,92434807,True,True,True,True,True,1010,0.0,0.0,25.8,70.47,28.3,24.2,0,0,
"=A1576+IF(H1577=H1576,I1577-I1576,I1577)/86400000","=IF(H1577=H1576,I1577-I1576,I1577)",,,current,1575,True,4109905524,92735771,True,True,True,True,True,1010,0.0,0.0,25.74,70.65,28.3,23.4,0,0,
"=A1577+IF(H1578=H1577,I1578-I1577,I1578)/86400000","=IF(H1578=H1577,I1578-I1577,I1578)",,,current,1576,True,4109905524,93036739,True,True,True,True,True,1009,0.0,0.0,26.01,70.84,28.3,22.7,0,0,
"=A1578+IF(H1579=H1578,I1579-I1578,I1579)/86400000","=IF(H1579=H1578,I1579-I1578,I1579)",,,current,1577,True,4109905524,93337707,True,True,True,True,True,1009,0.0,0.0,26.14,71.06,28.2,22.3,0,0,
"=A1579+IF(H1580=H1579,I1580-I1579,I1580)/86400000","=IF(H1580=H1579,I1580-I1579,I1580)",,,current,1578,True,4109905524,93638678,True,True,True,True,True,1009,0.0,0.0,26.2,71.24,28.2,21.9,0,0,
"=A1580+IF(H1581=H1580,I1581-I1580,I1581)/86400000","=IF(H1581=H1580,I1581-I1580,I1581)",,,current,1579,True,4109905524,93939648,True,True,True,True,True,1009,0.0,0.0,26.26,71.41,28.3,21.7,0,0,
"=A1581+IF(H1582=H1581,I1582-I1581,I1582)/86400000","=IF(H1582=H1581,I1582-I1581,I1582)",,,current,1580,True,4109905524,94240622,True,True,True,True,True,1009,0.0,0.0,26.32,71.58,28.3,21.4,0,0,
"=A1582+IF(H1583=H1582,I1583-I1582,I1583)/86400000","=IF(H1583=H1582,I1583-I1582,I1583)",,,current,1581,True,4109905524,94541599,True,True,True,True,True,1009,0.0,0.0,26.36,71.72,28.3,21.3,0,0,
"=A1583+IF(H1584=H1583,I1584-I1583,I1584)/86400000","=IF(H1584=H1583,I1584-I1583,I1584)",,,current,1582,True,4109905524,94842576,True,True,True,True,True,1009,0.0,0.0,26.32,71.88,28.3,21.1,0,0,
"=A1584+IF(H1585=H1584,I1585-I1584,I1585)/86400000","=IF(H1585=H1584,I1585-I1584,I1585)",,,current,1583,True,4109905524,95143555,True,True,True,True,True,1009,0.0,0.0,26.26,72.05,28.3,21.0,0,0,
"=A1585+IF(H1586=H1585,I1586-I1585,I1586)/86400000","=IF(H1586=H1585,I1586-I1585,I1586)",,,current,1584,True,4109905524,95444535,True,True,True,True,True,1009,0.0,0.0,26.23,72.14,28.3,20.8,0,0,
"=A1586+IF(H1587=H1586,I1587-I1586,I1587)/86400000","=IF(H1587=H1586,I1587-I1586,I1587)",,,current,1585,True,4109905524,95745516,True,True,True,True,True,1009,0.0,0.0,26.23,72.28,28.3,20.7,0,0,
"=A1587+IF(H1588=H1587,I1588-I1587,I1588)/86400000","=IF(H1588=H1587,I1588-I1587,I1588)",,,current,1586,True,4109905524,96046502,True,True,True,True,True,1009,0.0,0.0,26.17,72.46,28.3,20.5,0,0,
"=A1588+IF(H1589=H1588,I1589-I1588,I1589)/86400000","=IF(H1589=H1588,I1589-I1588,I1589)",,,current,1587,True,4109905524,96347488,True,True,True,True,True,1009,0.0,0.0,26.2,72.56,28.3,20.5,0,0,
"=A1589+IF(H1590=H1589,I1590-I1589,I1590)/86400000","=IF(H1590=H1589,I1590-I1589,I1590)",,,current,1588,True,4109905524,96648475,True,True,True,True,True,1009,0.011,0.297,26.24,72.72,28.3,20.3,0,0,
"=A1590+IF(H1591=H1590,I1591-I1590,I1591)/86400000","=IF(H1591=H1590,I1591-I1590,I1591)",,,current,1589,True,4109905524,96949464,True,True,True,True,True,1009,0.0,0.0,26.26,72.88,28.3,20.1,0,0,
"=A1591+IF(H1592=H1591,I1592-I1591,I1592)/86400000","=IF(H1592=H1591,I1592-I1591,I1592)",,,current,1590,True,4109905524,97250489,True,True,True,True,True,1009,0.066,1.78,26.34,73.1,28.3,20.2,0,0,
"=A1592+IF(H1593=H1592,I1593-I1592,I1593)/86400000","=IF(H1593=H1592,I1593-I1592,I1593)",,,current,1591,True,4109905524,97551457,True,True,True,True,True,1009,0.0,0.0,26.37,73.21,28.3,20.0,0,0,
"=A1593+IF(H1594=H1593,I1594-I1593,I1594)/86400000","=IF(H1594=H1593,I1594-I1593,I1594)",,,current,1592,True,4109905524,97852428,True,True,True,True,True,1009,0.0,0.0,26.41,73.37,28.3,20.0,0,0,
"=A1594+IF(H1595=H1594,I1595-I1594,I1595)/86400000","=IF(H1595=H1594,I1595-I1594,I1595)",,,current,1593,True,4109905524,98153399,True,True,True,True,True,1009,0.0,0.0,26.47,73.51,28.3,19.9,0,0,
"=A1595+IF(H1596=H1595,I1596-I1595,I1596)/86400000","=IF(H1596=H1595,I1596-I1595,I1596)",,,current,1594,True,4109905524,98454375,True,True,True,True,True,1009,0.0,0.0,26.52,73.67,28.3,19.9,0,0,
"=A1596+IF(H1597=H1596,I1597-I1596,I1597)/86400000","=IF(H1597=H1596,I1597-I1596,I1597)",,,current,1595,True,4109905524,98755352,True,True,True,True,True,1009,0.0,0.0,26.6,73.82,28.3,19.9,0,0,
"=A1597+IF(H1598=H1597,I1598-I1597,I1598)/86400000","=IF(H1598=H1597,I1598-I1597,I1598)",,,current,1596,True,4109905524,99056329,True,True,True,True,True,1009,0.0,0.0,26.66,73.98,28.3,19.8,0,0,
"=A1598+IF(H1599=H1598,I1599-I1598,I1599)/86400000","=IF(H1599=H1598,I1599-I1598,I1599)",,,current,1597,True,4109905524,99357307,True,True,True,True,True,1009,0.0,0.0,26.74,74.21,28.3,19.8,0,0,
"=A1599+IF(H1600=H1599,I1600-I1599,I1600)/86400000","=IF(H1600=H1599,I1600-I1599,I1600)",,,current,1598,True,4109905524,99658289,True,True,True,True,True,1009,0.0,0.0,26.79,74.33,28.3,19.7,0,0,
"=A1600+IF(H1601=H1600,I1601-I1600,I1601)/86400000","=IF(H1601=H1600,I1601-I1600,I1601)",,,current,1599,True,4109905524,99959272,True,True,True,True,True,1009,0.038,1.022,26.82,74.44,28.3,19.7,0,0,
"=A1601+IF(H1602=H1601,I1602-I1601,I1602)/86400000","=IF(H1602=H1601,I1602-I1601,I1602)",,,current,1600,True,4109905524,100260258,True,True,True,True,True,1009,0.0,0.0,26.88,74.63,28.3,19.7,0,0,
"=A1602+IF(H1603=H1602,I1603-I1602,I1603)/86400000","=IF(H1603=H1602,I1603-I1602,I1603)",,,current,1601,True,4109905524,100561243,True,True,True,True,True,1009,0.0,0.0,26.91,74.73,28.3,19.6,0,0,
"=A1603+IF(H1604=H1603,I1604-I1603,I1604)/86400000","=IF(H1604=H1603,I1604-I1603,I1604)",,,current,1602,True,4109905524,100862231,True,True,True,True,True,1009,0.0,0.0,26.97,74.89,28.3,19.6,0,0,
"=A1604+IF(H1605=H1604,I1605-I1604,I1605)/86400000","=IF(H1605=H1604,I1605-I1604,I1605)",,,current,1603,True,4109905524,101163221,True,True,True,True,True,1009,0.0,0.0,27.02,75.12,28.3,19.6,0,0,
"=A1605+IF(H1606=H1605,I1606-I1605,I1606)/86400000","=IF(H1606=H1605,I1606-I1605,I1606)",,,current,1604,True,4109905524,101464226,True,True,True,True,True,1009,0.0,0.0,27.09,75.19,28.4,19.5,0,0,
"=A1606+IF(H1607=H1606,I1607-I1606,I1607)/86400000","=IF(H1607=H1606,I1607-I1606,I1607)",,,current,1605,True,4109905524,101765206,True,True,True,True,True,1009,0.0,0.0,27.14,75.38,28.4,19.5,0,0,
"=A1607+IF(H1608=H1607,I1608-I1607,I1608)/86400000","=IF(H1608=H1607,I1608-I1607,I1608)",,,current,1606,True,4109905524,102066223,True,True,True,True,True,1009,0.0,0.0,27.18,75.52,28.4,19.5,0,0,
"=A1608+IF(H1609=H1608,I1609-I1608,I1609)/86400000","=IF(H1609=H1608,I1609-I1608,I1609)",,,current,1607,True,4109905524,102367181,True,True,True,True,True,1009,0.0,0.0,27.2,75.67,28.4,19.5,0,0,
"=A1609+IF(H1610=H1609,I1610-I1609,I1610)/86400000","=IF(H1610=H1609,I1610-I1609,I1610)",,,current,1608,True,4109905524,102668139,True,True,True,True,True,1009,0.0,0.0,27.22,75.83,28.4,19.4,0,0,
"=A1610+IF(H1611=H1610,I1611-I1610,I1611)/86400000","=IF(H1611=H1610,I1611-I1610,I1611)",,,current,1609,True,4109905524,102969098,True,True,True,True,True,1009,0.0,0.0,27.21,75.96,28.4,19.4,0,0,
"=A1611+IF(H1612=H1611,I1612-I1611,I1612)/86400000","=IF(H1612=H1611,I1612-I1611,I1612)",,,current,1610,True,4109905524,103270061,True,True,True,True,True,1009,0.0,0.0,27.23,76.08,28.4,19.4,0,0,
"=A1612+IF(H1613=H1612,I1613-I1612,I1613)/86400000","=IF(H1613=H1612,I1613-I1612,I1613)",,,current,1611,True,4109905524,103571027,True,True,True,True,True,1009,0.0,0.0,27.21,76.2,28.4,19.4,0,0,
"=A1613+IF(H1614=H1613,I1614-I1613,I1614)/86400000","=IF(H1614=H1613,I1614-I1613,I1614)",,,current,1612,True,4109905524,103871994,True,True,True,True,True,1009,0.0,0.0,27.22,76.33,28.4,19.3,0,0,
"=A1614+IF(H1615=H1614,I1615-I1614,I1615)/86400000","=IF(H1615=H1614,I1615-I1614,I1615)",,,current,1613,True,4109905524,104172960,True,True,True,True,True,1009,0.0,0.0,27.22,76.47,28.4,19.3,0,0,
"=A1615+IF(H1616=H1615,I1616-I1615,I1616)/86400000","=IF(H1616=H1615,I1616-I1615,I1616)",,,current,1614,True,4109905524,104473931,True,True,True,True,True,1009,0.0,0.0,27.22,76.55,28.4,19.3,0,0,
"=A1616+IF(H1617=H1616,I1617-I1616,I1617)/86400000","=IF(H1617=H1616,I1617-I1616,I1617)",,,current,1615,True,4109905524,104774902,True,True,True,True,True,1009,0.0,0.0,27.23,76.69,28.4,19.3,0,0,
"=A1617+IF(H1618=H1617,I1618-I1617,I1618)/86400000","=IF(H1618=H1617,I1618-I1617,I1618)",,,current,1616,True,4109905524,105075877,True,True,True,True,True,1009,0.0,0.0,27.23,76.82,28.4,19.3,0,0,
"=A1618+IF(H1619=H1618,I1619-I1618,I1619)/86400000","=IF(H1619=H1618,I1619-I1618,I1619)",,,current,1617,True,4109905524,105376853,True,True,True,True,True,1009,0.0,0.0,27.29,76.99,28.4,19.2,0,0,
"=A1619+IF(H1620=H1619,I1620-I1619,I1620)/86400000","=IF(H1620=H1619,I1620-I1619,I1620)",,,current,1618,True,4109905524,105677831,True,True,True,True,True,1009,0.001,0.033,27.36,77.18,28.4,19.2,0,0,
"=A1620+IF(H1621=H1620,I1621-I1620,I1621)/86400000","=IF(H1621=H1620,I1621-I1620,I1621)",,,current,1619,True,4109905524,105978811,True,True,True,True,True,1009,0.0,0.0,27.37,77.23,28.4,19.2,0,0,
"=A1621+IF(H1622=H1621,I1622-I1621,I1622)/86400000","=IF(H1622=H1621,I1622-I1621,I1622)",,,current,1620,True,4109905524,106279792,True,True,True,True,True,1009,0.0,0.0,27.38,77.41,28.4,19.2,0,0,
"=A1622+IF(H1623=H1622,I1623-I1622,I1623)/86400000","=IF(H1623=H1622,I1623-I1622,I1623)",,,current,1621,True,4109905524,106580774,True,True,True,True,True,1009,0.0,0.0,27.41,77.56,28.4,19.2,0,0,
"=A1623+IF(H1624=H1623,I1624-I1623,I1624)/86400000","=IF(H1624=H1623,I1624-I1623,I1624)",,,current,1622,True,4109905524,106881793,True,True,True,True,True,1009,0.0,0.0,27.42,77.65,28.4,19.2,0,0,
"=A1624+IF(H1625=H1624,I1625-I1624,I1625)/86400000","=IF(H1625=H1624,I1625-I1624,I1625)",,,current,1623,True,4109905524,107182753,True,True,True,True,True,1009,0.0,0.0,27.45,77.76,28.4,19.2,0,1,
"=A1625+IF(H1626=H1625,I1626-I1625,I1626)/86400000","=IF(H1626=H1625,I1626-I1625,I1626)",,,current,1624,True,4109905524,107483714,True,True,True,True,True,1009,0.0,0.0,27.47,77.92,28.4,19.1,0,1,
"=A1626+IF(H1627=H1626,I1627-I1626,I1627)/86400000","=IF(H1627=H1626,I1627-I1626,I1627)",,,current,1625,True,4109905524,107784679,True,True,True,True,True,1009,0.0,0.0,27.49,77.96,28.4,19.1,0,2,
"=A1627+IF(H1628=H1627,I1628-I1627,I1628)/86400000","=IF(H1628=H1627,I1628-I1627,I1628)",,,current,1626,True,4109905524,108085645,True,True,True,True,True,1010,0.0,0.0,27.51,78.15,28.5,19.1,1,4,
"=A1628+IF(H1629=H1628,I1629-I1628,I1629)/86400000","=IF(H1629=H1628,I1629-I1628,I1629)",,,current,1627,True,4109905524,108386612,True,True,True,True,True,1009,0.016,0.429,27.55,78.26,28.5,19.1,1,3,
"=A1629+IF(H1630=H1629,I1630-I1629,I1630)/86400000","=IF(H1630=H1629,I1630-I1629,I1630)",,,current,1628,True,4109905524,108687581,True,True,True,True,True,1009,0.0,0.0,27.58,78.4,28.5,19.1,1,4,
"=A1630+IF(H1631=H1630,I1631-I1630,I1631)/86400000","=IF(H1631=H1630,I1631-I1630,I1631)",,,current,1629,True,4109905524,108988553,True,True,True,True,True,1009,0.0,0.0,27.65,78.55,28.5,19.1,1,4,
"=A1631+IF(H1632=H1631,I1632-I1631,I1632)/86400000","=IF(H1632=H1631,I1632-I1631,I1632)",,,current,1630,True,4109905524,109289525,True,True,True,True,True,1009,0.0,0.0,27.76,78.69,28.5,19.1,1,4,
"=A1632+IF(H1633=H1632,I1633-I1632,I1633)/86400000","=IF(H1633=H1632,I1633-I1632,I1633)",,,current,1631,True,4109905524,109590499,True,True,True,True,True,1009,0.0,0.0,27.82,78.84,28.5,19.0,1,4,
"=A1633+IF(H1634=H1633,I1634-I1633,I1634)/86400000","=IF(H1634=H1633,I1634-I1633,I1634)",,,current,1632,True,4109905524,109891476,True,True,True,True,True,1009,0.0,0.0,27.84,78.99,28.5,19.0,1,5,
"=A1634+IF(H1635=H1634,I1635-I1634,I1635)/86400000","=IF(H1635=H1634,I1635-I1634,I1635)",,,current,1633,True,4109905524,110192454,True,True,True,True,True,1008,0.0,0.0,27.93,79.05,28.5,19.0,1,6,
"=A1635+IF(H1636=H1635,I1636-I1635,I1636)/86400000","=IF(H1636=H1635,I1636-I1635,I1636)",,,current,1634,True,4109905524,110493433,True,True,True,True,True,1009,0.0,0.0,27.99,79.21,28.5,19.0,1,6,
"=A1636+IF(H1637=H1636,I1637-I1636,I1637)/86400000","=IF(H1637=H1636,I1637-I1636,I1637)",,,current,1635,True,4109905524,110794416,True,True,True,True,True,1009,0.001,0.033,28.04,79.37,28.5,19.0,1,7,
"=A1637+IF(H1638=H1637,I1638-I1637,I1638)/86400000","=IF(H1638=H1637,I1638-I1637,I1638)",,,current,1636,True,4109905524,111095398,True,True,True,True,True,1009,0.0,0.0,28.13,79.44,28.5,19.0,2,8,
"=A1638+IF(H1639=H1638,I1639-I1638,I1639)/86400000","=IF(H1639=H1638,I1639-I1638,I1639)",,,current,1637,True,4109905524,111396382,True,True,True,True,True,1010,0.0,0.0,28.16,79.58,28.5,19.0,2,8,
"=A1639+IF(H1640=H1639,I1640-I1639,I1640)/86400000","=IF(H1640=H1639,I1640-I1639,I1640)",,,current,1638,True,4109905524,111697400,True,True,True,True,True,1010,0.0,0.0,28.23,79.69,28.6,19.0,2,9,
"=A1640+IF(H1641=H1640,I1641-I1640,I1641)/86400000","=IF(H1641=H1640,I1641-I1640,I1641)",,,current,1639,True,4109905524,111998361,True,True,True,True,True,1010,0.0,0.0,28.28,79.81,28.5,19.0,2,11,
"=A1641+IF(H1642=H1641,I1642-I1641,I1642)/86400000","=IF(H1642=H1641,I1642-I1641,I1642)",,,current,1640,True,4109905524,112299324,True,True,True,True,True,1010,0.046,1.253,28.35,79.95,28.6,18.9,3,12,
"=A1642+IF(H1643=H1642,I1643-I1642,I1643)/86400000","=IF(H1643=H1642,I1643-I1642,I1643)",,,current,1641,True,4109905524,112600287,True,True,True,True,True,1008,0.0,0.0,28.43,80.09,28.6,18.9,3,13,
"=A1643+IF(H1644=H1643,I1644-I1643,I1644)/86400000","=IF(H1644=H1643,I1644-I1643,I1644)",,,current,1642,True,4109905524,112901255,True,True,True,True,True,1010,0.0,0.0,28.49,80.27,28.6,18.9,3,14,
"=A1644+IF(H1645=H1644,I1645-I1644,I1645)/86400000","=IF(H1645=H1644,I1645-I1644,I1645)",,,current,1643,True,4109905524,113202224,True,True,True,True,True,1010,0.0,0.0,28.57,80.38,28.6,18.9,3,16,
"=A1645+IF(H1646=H1645,I1646-I1645,I1646)/86400000","=IF(H1646=H1645,I1646-I1645,I1646)",,,current,1644,True,4109905524,113503195,True,True,True,True,True,1010,0.0,0.0,28.63,80.46,28.6,18.9,4,18,
"=A1646+IF(H1647=H1646,I1647-I1646,I1647)/86400000","=IF(H1647=H1646,I1647-I1646,I1647)",,,current,1645,True,4109905524,113804169,True,True,True,True,True,1010,0.0,0.0,28.71,80.59,28.7,18.9,4,19,
"=A1647+IF(H1648=H1647,I1648-I1647,I1648)/86400000","=IF(H1648=H1647,I1648-I1647,I1648)",,,current,1646,True,4109905524,114105146,True,True,True,True,True,1010,0.0,0.0,28.81,80.7,28.7,18.9,4,20,
"=A1648+IF(H1649=H1648,I1649-I1648,I1649)/86400000","=IF(H1649=H1648,I1649-I1648,I1649)",,,current,1647,True,4109905524,114406123,True,True,True,True,True,1010,0.0,0.0,28.88,80.89,28.7,18.9,4,21,
"=A1649+IF(H1650=H1649,I1650-I1649,I1650)/86400000","=IF(H1650=H1649,I1650-I1649,I1650)",,,current,1648,True,4109905524,114707102,True,True,True,True,True,1010,0.0,0.0,28.94,80.97,28.7,18.9,4,22,
"=A1650+IF(H1651=H1650,I1651-I1650,I1651)/86400000","=IF(H1651=H1650,I1651-I1650,I1651)",,,current,1649,True,4109905524,115008083,True,True,True,True,True,1010,0.0,0.0,29.0,81.13,28.7,18.8,5,25,
"=A1651+IF(H1652=H1651,I1652-I1651,I1652)/86400000","=IF(H1652=H1651,I1652-I1651,I1652)",,,current,1650,True,4109905524,115309064,True,True,True,True,True,1010,0.0,0.0,29.13,81.24,28.7,18.9,7,33,
"=A1652+IF(H1653=H1652,I1653-I1652,I1653)/86400000","=IF(H1653=H1652,I1653-I1652,I1653)",,,current,1651,True,4109905524,115610048,True,True,True,True,True,1010,0.004,0.099,29.3,81.41,28.8,18.9,8,39,
"=A1653+IF(H1654=H1653,I1654-I1653,I1654)/86400000","=IF(H1654=H1653,I1654-I1653,I1654)",,,current,1652,True,4109905524,115911034,True,True,True,True,True,1010,0.0,0.0,29.45,81.6,28.8,18.9,10,49,
"=A1654+IF(H1655=H1654,I1655-I1654,I1655)/86400000","=IF(H1655=H1654,I1655-I1654,I1655)",,,current,1653,True,4109905524,116212021,True,True,True,True,True,1010,0.0,0.0,29.68,81.73,28.8,18.8,12,61,
"=A1655+IF(H1656=H1655,I1656-I1655,I1656)/86400000","=IF(H1656=H1655,I1656-I1655,I1656)",,,current,1654,True,4109905524,116513042,True,True,True,True,True,1010,0.0,0.0,29.9,81.84,28.9,18.8,15,69,
"=A1656+IF(H1657=H1656,I1657-I1656,I1657)/86400000","=IF(H1657=H1656,I1657-I1656,I1657)",,,current,1655,True,4109905524,116814005,True,True,True,True,True,1010,0.0,0.0,30.14,82.03,28.9,18.8,16,74,
"=A1657+IF(H1658=H1657,I1658-I1657,I1658)/86400000","=IF(H1658=H1657,I1658-I1657,I1658)",,,current,1656,True,4109905524,117114971,True,True,True,True,True,1010,0.0,0.0,30.4,82.17,28.9,18.8,19,89,
